App_name,Category,User_Review,Sentiments,Review_Type
oxford.dictionaryofenglish,Education,Would not solve the simplest problem,Negative,BR
oxford.dictionaryofenglish,Education,It just browses the internet for answers and you it like looking for a book to read,Negative,BR
oxford.dictionaryofenglish,Education,solving a problem not hard,Negative,BR
oxford.dictionaryofenglish,Education,"Awful, it dose not even answer the problem, it just takes u to google........ I could have done that my self...........",Negative,BR
oxford.dictionaryofenglish,Education,how u gonna be a dumb math solving app,Negative,BR
oxford.dictionaryofenglish,Education,Waste,Negative,BR
oxford.dictionaryofenglish,Education,It wont show solutions,Negative,BR
oxford.dictionaryofenglish,Education,Very bad experience �🙁☹️�,Negative,BR
oxford.dictionaryofenglish,Education,Totally waste app....,Negative,BR
oxford.dictionaryofenglish,Education,It does a really  job at doing maths but it doesn't seem to work on my phone anymore! It glitches after it scans the photo and gives me a random website!,Negative,BR
oxford.dictionaryofenglish,Education,Awful. The frame resizes automatically. It shows incorrect solutions. And also doesn't look as advertised. Very bad app.,Negative,BR
oxford.dictionaryofenglish,Education,"Usei em outro celular pois no android 5 não dá pra ver nada ao digitar. Conclui que o app é fraquinho, só mostra o resultado, mas como chegou nele? Quem sabe. Se eu quisesse resultado eu usaria uma calculadora científica. Eu quero os passos detalhados!! Step-by-step solution!!",Negative,BR
oxford.dictionaryofenglish,Education,bad app,Negative,BR
oxford.dictionaryofenglish,Education,Does not work,Negative,BR
oxford.dictionaryofenglish,Education,"I read  comments about this app but don't know why it is not working for me. It is always showing ""maths not detected"".",Negative,BR
oxford.dictionaryofenglish,Education,Unusable : Pixel 3,Negative,BR
oxford.dictionaryofenglish,Education,Bad does not work,Negative,BR
oxford.dictionaryofenglish,Education,Nice app but doesnt shows any steps,Negative,BR
oxford.dictionaryofenglish,Education,"This thing isn't working! I scan or input a problem, but it doesn't solve, it searches the web, with NO ANSWER OR STEP BY STEP! I GET A SNIPPET OF THE BING RESULTS! This would be a five star app otherwise.",Negative,BR
oxford.dictionaryofenglish,Education,It cannot solve the differential of exp x. This is a clearly a bug that must be fixed before I reinstall it.,Negative,BR
oxford.dictionaryofenglish,Education,Bad app every sum is soing error,Negative,BR
oxford.dictionaryofenglish,Education,There is not much facilities in this app,Negative,BR
oxford.dictionaryofenglish,Education,"Can't solve basic class 11 trigonometry questions , very poor results...",Negative,BR
oxford.dictionaryofenglish,Education,Very bad experience....the app is not able to give the solution any problem that I have,Negative,BR
oxford.dictionaryofenglish,Education,I have been installing for hours and it still loading,Negative,BR
oxford.dictionaryofenglish,Education,"It took 5 attempts to install this app. If I didn't need it for class, I wouldn't have bothered.",Negative,BR
oxford.dictionaryofenglish,Education,not showing application data,Negative,BR
oxford.dictionaryofenglish,Education,so buggs,Negative,BR
oxford.dictionaryofenglish,Education,buggy material,Negative,BR
oxford.dictionaryofenglish,Education,not working so many bugs,Negative,BR
oxford.dictionaryofenglish,Education,"many bugs are shown
",Negative,BR
oxford.dictionaryofenglish,Education,Why this app keep saying Seem like there's a connection problem,Negative,BR
brainly,Education,App have so many issue not working on website as same as phone,Negative,CI
brainly,Education,Please add galaries,Negative,CI
brainly,Education,App is not so much good,Negative,CI
brainly,Education,Nice aap but there camera problem,Negative,CI
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative,CI
brainly,Education,Thres something wrong,Negative,CI
brainly,Education,"This app is nonsense. I found it on chrome and the question i search for shows says it has one answer but i need to install. When i install the answer was gibberish ""jjrfhjjjbh"" Random letter. Disappointed that developers don't remove these kind of nonsense answer. Wasted my data for nothing
",Negative,CI
brainly,Education,"I didn't want to give even one star... It doesn't work in split app and also it's website didn't show us the answer of the any question we have to install if unnecessarily... Only install this app if you want
",Negative,CI
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative,CI
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".",Negative,CI
brainly,Education,"It's really a good app but there is some problems they are If I ask any questions in the app, then some user replys that they don't know the answer or they reply the wrong anser for getting points to increase their rank. I am reporting them but no action were taking against them.",Negative,CI
brainly,Education,"i love this app, it used to be amazing, but now it's not working anymore ""sorry, looks like there's a connection problem�",Negative,CI
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative,CI
brainly,Education,"this app is really useful but when i post a question with a picture on it doesn't show and it turns on black screen, pls fix the issue.
",Negative,CI
brainly,Education,"I don't know why it happens when I open the app and search for questions or something. It says 'something went wrong or connection error' though I am having good connection.
",Negative,CI
brainly,Education,"It says ""it seems like theres an internet connection problem"" when I search even I have a strong internet connection and I can't even sign up.
",Negative,CI
brainly,Education,"The app keep saying ""theres problem in the internet connection"" but our connection is actually just fine
",Negative,CI
brainly,Education,"Its not working! It says ""Connection Problem"" even though I have my wifi on
",Negative,CI
brainly,Education,Why this app keep saying Seem like there's a connection problem,Negative,CI
brainly,Education,App have so many issue not working on website as same as phone,Negative,CI
brainly,Education,Please add galaries,Negative,CI
brainly,Education,App is not so much good,Negative,CI
brainly,Education,Nice aap but there camera problem,Negative,CI
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative,CI
brainly,Education,Thres something wrong,Negative,CI
brainly,Education,"This app is nonsense. I found it on chrome and the question i search for shows says it has one answer but i need to install. When i install the answer was gibberish ""jjrfhjjjbh"" Random letter. Disappointed that developers don't remove these kind of nonsense answer. Wasted my data for nothing
",Negative,CI
brainly,Education,"I didn't want to give even one star... It doesn't work in split app and also it's website didn't show us the answer of the any question we have to install if unnecessarily... Only install this app if you want
",Negative,CI
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative,CI
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".",Negative,CI
brainly,Education,"It's really a good app but there is some problems they are If I ask any questions in the app, then some user replys that they don't know the answer or they reply the wrong anser for getting points to increase their rank. I am reporting them but no action were taking against them.",Negative,CI
brainly,Education,"i love this app, it used to be amazing, but now it's not working anymore ""sorry, looks like there's a connection problem�",Negative,CI
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative,CI
brainly,Education,"this app is really useful but when i post a question with a picture on it doesn't show and it turns on black screen, pls fix the issue.
",Negative,CI
brainly,Education,"I don't know why it happens when I open the app and search for questions or something. It says 'something went wrong or connection error' though I am having good connection.
",Negative,CI
brainly,Education,"It says ""it seems like theres an internet connection problem"" when I search even I have a strong internet connection and I can't even sign up.
",Negative,CI
brainly,Education,"The app keep saying ""theres problem in the internet connection"" but our connection is actually just fine
",Negative,CI
brainly,Education,"Its not working! It says ""Connection Problem"" even though I have my wifi on
",Negative,CI
brainly,Education,Why this app keep saying Seem like there's a connection problem,Negative,CI
brainly,Education,App have so many issue not working on website as same as phone,Negative,CI
brainly,Education,Please add galaries,Negative,CI
brainly,Education,App is not so much good,Negative,CI
brainly,Education,Nice aap but there camera problem,Negative,CI
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative,CI
brainly,Education,Thres something wrong,Negative,CI
brainly,Education,"This app is nonsense. I found it on chrome and the question i search for shows says it has one answer but i need to install. When i install the answer was gibberish ""jjrfhjjjbh"" Random letter. Disappointed that developers don't remove these kind of nonsense answer. Wasted my data for nothing
",Negative,CI
brainly,Education,"I didn't want to give even one star... It doesn't work in split app and also it's website didn't show us the answer of the any question we have to install if unnecessarily... Only install this app if you want
",Negative,CI
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative,CI
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".",Negative,CI
brainly,Education,"It's really a good app but there is some problems they are If I ask any questions in the app, then some user replys that they don't know the answer or they reply the wrong anser for getting points to increase their rank. I am reporting them but no action were taking against them.",Negative,CI
brainly,Education,"i love this app, it used to be amazing, but now it's not working anymore ""sorry, looks like there's a connection problem�",Negative,CI
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative,CI
brainly,Education,"this app is really useful but when i post a question with a picture on it doesn't show and it turns on black screen, pls fix the issue.
",Negative,CI
brainly,Education,"I don't know why it happens when I open the app and search for questions or something. It says 'something went wrong or connection error' though I am having good connection.
",Negative,CI
brainly,Education,"It says ""it seems like theres an internet connection problem"" when I search even I have a strong internet connection and I can't even sign up.
",Negative,CI
brainly,Education,"The app keep saying ""theres problem in the internet connection"" but our connection is actually just fine
",Negative,CI
brainly,Education,"Its not working! It says ""Connection Problem"" even though I have my wifi on
",Negative,CI
brainly,Education,Why this app keep saying Seem like there's a connection problem,Negative,CI
brainly,Education,App have so many issue not working on website as same as phone,Negative,CI
brainly,Education,Please add galaries,Negative,CI
brainly,Education,App is not so much good,Negative,CI
brainly,Education,Nice aap but there camera problem,Negative,CI
brainly,Education,I like this app but my problem is it keeps saying no connection even though my WiFi is fine,Negative,CI
brainly,Education,Thres something wrong,Negative,CI
brainly,Education,"This app is nonsense. I found it on chrome and the question i search for shows says it has one answer but i need to install. When i install the answer was gibberish ""jjrfhjjjbh"" Random letter. Disappointed that developers don't remove these kind of nonsense answer. Wasted my data for nothing
",Negative,CI
brainly,Education,"I didn't want to give even one star... It doesn't work in split app and also it's website didn't show us the answer of the any question we have to install if unnecessarily... Only install this app if you want
",Negative,CI
brainly,Education,"my brainly app is not working. It says there is connection problem, but when I open other apps they works fast. Please see the problem.
",Negative,CI
brainly,Education,"Hi,i would like to inform that the brainly app is not working anymore,it keeps saying ""there's a connection problem"".",Negative,CI
brainly,Education,"It's really a good app but there is some problems they are If I ask any questions in the app, then some user replys that they don't know the answer or they reply the wrong anser for getting points to increase their rank. I am reporting them but no action were taking against them.",Negative,CI
brainly,Education,"i love this app, it used to be amazing, but now it's not working anymore ""sorry, looks like there's a connection problem�",Negative,CI
brainly,Education,"This was the wrost app I've ever used till now. None of the results were appropriate and the results are being shown are of no use.
",Negative,CI
brainly,Education,"this app is really useful but when i post a question with a picture on it doesn't show and it turns on black screen, pls fix the issue.
",Negative,CI
brainly,Education,"I don't know why it happens when I open the app and search for questions or something. It says 'something went wrong or connection error' though I am having good connection.
",Negative,CI
brainly,Education,"It says ""it seems like theres an internet connection problem"" when I search even I have a strong internet connection and I can't even sign up.
",Negative,CI
brainly,Education,"The app keep saying ""theres problem in the internet connection"" but our connection is actually just fine
",Negative,CI
brainly,Education,"Its not working! It says ""Connection Problem"" even though I have my wifi on
",Negative,CI
brainly,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative,CI
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative,CI
duolingo,Education,app is not working in all language,Negative,CI
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative,CI
duolingo,Education,App is no sync properly,Negative,CI
duolingo,Education,desktop website has so many issues,Negative,CI
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative,CI
duolingo,Education,app is not running same on different phones,Negative,CI
duolingo,Education,desktop version is not working properly,Negative,CI
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative,CI
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative,CI
duolingo,Education,app is not compatible with all langauges,Negative,CI
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative,CI
duolingo,Education,Only use the on a laptop imPossible on the phone,Negative,CI
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative,CI
duolingo,Education,app is not compatible with all platforms,Negative,CI
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative,CI
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative,CI
duolingo,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative,CI
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative,CI
duolingo,Education,app is not working in all language,Negative,CI
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative,CI
duolingo,Education,App is no sync properly,Negative,CI
duolingo,Education,desktop website has so many issues,Negative,CI
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative,CI
duolingo,Education,app is not running same on different phones,Negative,CI
duolingo,Education,desktop version is not working properly,Negative,CI
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative,CI
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative,CI
duolingo,Education,app is not compatible with all langauges,Negative,CI
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative,CI
duolingo,Education,Only use the on a laptop imPossible on the phone,Negative,CI
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative,CI
duolingo,Education,app is not compatible with all platforms,Negative,CI
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative,CI
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative,CI
duolingo,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative,CI
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative,CI
duolingo,Education,app is not working in all language,Negative,CI
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative,CI
duolingo,Education,App is no sync properly,Negative,CI
duolingo,Education,desktop website has so many issues,Negative,CI
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative,CI
duolingo,Education,app is not running same on different phones,Negative,CI
duolingo,Education,desktop version is not working properly,Negative,CI
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative,CI
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative,CI
duolingo,Education,app is not compatible with all langauges,Negative,CI
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative,CI
duolingo,Education,Only use the on a laptop imPossible on the phone,Negative,CI
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative,CI
duolingo,Education,app is not compatible with all platforms,Negative,CI
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative,CI
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative,CI
duolingo,Education,"Also it counts every typo as a mistake even if you get everything right just put a dot instead of space or little typo like that. You better have tiny thumbs and be perfect with your typing if you want to make any progress. Maybe it works better on a pc or laptop, but on the phone it's just frustrating.",Negative,CI
duolingo,Education,Again only available for most languages on the web version. Summary: use your phone browser rather than the app for the intended experience,Negative,CI
duolingo,Education,app is not working in all language,Negative,CI
duolingo,Education, The ios app has many features that they never incorporate into the Android app. ,Negative,CI
duolingo,Education,App is no sync properly,Negative,CI
duolingo,Education,desktop website has so many issues,Negative,CI
duolingo,Education,This app would be best  application in the world. But it's useless for the people living in pakistan.,Negative,CI
duolingo,Education,app is not running same on different phones,Negative,CI
duolingo,Education,desktop version is not working properly,Negative,CI
duolingo,Education,"Updated review 4/9/21 Updated, had hope... disappoint. Can not complete Spanish lessons due to app issues. Samsung device. 1/29/21 I am almost at a year of lessons and suddenly the lessons are not compatible with my samsung. The page does not allow for completion of lesson. Big disappoint. I can complete most of the German but some of the Spanish lessons wont work properly with my samsung.",Negative,CI
duolingo,Education,"I've downloaded the latest update, restarted my phone and the issue remains. Please fix. I want to get started.",Negative,CI
duolingo,Education,app is not compatible with all langauges,Negative,CI
duolingo,Education,When doing a lesson that requires using the microphone it immediately goes red/incorrect before I get a chance to say anything. Very frustrating. I also think that 18$ a month CAD is a bit steep for unlimited mistakes.,Negative,CI
duolingo,Education,Only use the on a laptop imPossible on the phone,Negative,CI
duolingo,Education,I can't use the app because its not running same on my different gadgets,Negative,CI
duolingo,Education,app is not compatible with all platforms,Negative,CI
duolingo,Education,Recently switched to an Android and am disappointed to learn that the app does not offer the same two new learning tools that have been available on apple,Negative,CI
duolingo,Education,the buttons donot even appear. I've left 2 messages for customer support with no reply.,Negative,CI
duolingo,Education,spend a lot of time for loading of the content. ,Negative,CI
khanacademy,Education,Te only problem is the downloading,Negative,CI
khanacademy,Education,"Doesn't start on Honor 10, Android 9",Negative,CI
khanacademy,Education,"Mostly useless, it does not have specific lessons that the desktop version has
",Negative,CI
khanacademy,Education,"Doesn't have progress on webpage The app doesn't have my progress on webpage. I have to search again and find where i was.
",Negative,CI
khanacademy,Education,"It doesnt work I couldnt even open it for once. Its not working properly on my phone. Please,do something.
",Negative,CI
khanacademy,Education,"Videos not loading or downloading
",Negative,CI
khanacademy,Education,"Doesn't work It won't let me log in and all the videos can't play.
",Negative,CI
khanacademy,Education,"When I am selecting the course the chrome page is not opening
",Negative,CI
khanacademy,Education,"They don't have the 'practice' option on the app. Website is better than the actual App
",Negative,CI
khanacademy,Education,"Having an issue downloading the kann academy app on google play and insignia tablet
",Negative,CI
khanacademy,Education,"Videos did not load un-installed and re-installed same issue
",Negative,CI
khanacademy,Education, I wish they could use the sort of the Desktop mode on it because its hard and confusing to get students what they need,Negative,CI
khanacademy,Education," I have an LG G3 and for some reason the exercises will not load. It keeps saying try again, but no matter what my connection type is (4g, school wifi, private wifi) it will not load the exercises.",Negative,CI
khanacademy,Education,app is not working on the Samsung Note 8,Negative,CI
khanacademy,Education,spend a lot of time for loading of the content. ,Negative,CI
khanacademy,Education,Te only problem is the downloading,Negative,CI
khanacademy,Education,"Doesn't start on Honor 10, Android 9",Negative,CI
khanacademy,Education,"Mostly useless, it does not have specific lessons that the desktop version has
",Negative,CI
khanacademy,Education,"Doesn't have progress on webpage The app doesn't have my progress on webpage. I have to search again and find where i was.
",Negative,CI
khanacademy,Education,"It doesnt work I couldnt even open it for once. Its not working properly on my phone. Please,do something.
",Negative,CI
khanacademy,Education,"Videos not loading or downloading
",Negative,CI
khanacademy,Education,"Doesn't work It won't let me log in and all the videos can't play.
",Negative,CI
khanacademy,Education,"When I am selecting the course the chrome page is not opening
",Negative,CI
khanacademy,Education,"They don't have the 'practice' option on the app. Website is better than the actual App
",Negative,CI
khanacademy,Education,"Having an issue downloading the kann academy app on google play and insignia tablet
",Negative,CI
khanacademy,Education,"Videos did not load un-installed and re-installed same issue
",Negative,CI
khanacademy,Education, I wish they could use the sort of the Desktop mode on it because its hard and confusing to get students what they need,Negative,CI
khanacademy,Education," I have an LG G3 and for some reason the exercises will not load. It keeps saying try again, but no matter what my connection type is (4g, school wifi, private wifi) it will not load the exercises.",Negative,CI
khanacademy,Education,app is not working on the Samsung Note 8,Negative,CI
khanacademy,Education,spend a lot of time for loading of the content. ,Negative,CI
khanacademy,Education,Te only problem is the downloading,Negative,CI
khanacademy,Education,"Doesn't start on Honor 10, Android 9",Negative,CI
khanacademy,Education,"Mostly useless, it does not have specific lessons that the desktop version has
",Negative,CI
khanacademy,Education,"Doesn't have progress on webpage The app doesn't have my progress on webpage. I have to search again and find where i was.
",Negative,CI
khanacademy,Education,"It doesnt work I couldnt even open it for once. Its not working properly on my phone. Please,do something.
",Negative,CI
khanacademy,Education,"Videos not loading or downloading
",Negative,CI
khanacademy,Education,"Doesn't work It won't let me log in and all the videos can't play.
",Negative,CI
khanacademy,Education,"When I am selecting the course the chrome page is not opening
",Negative,CI
khanacademy,Education,"They don't have the 'practice' option on the app. Website is better than the actual App
",Negative,CI
khanacademy,Education,"Having an issue downloading the kann academy app on google play and insignia tablet
",Negative,CI
khanacademy,Education,"Videos did not load un-installed and re-installed same issue
",Negative,CI
khanacademy,Education, I wish they could use the sort of the Desktop mode on it because its hard and confusing to get students what they need,Negative,CI
khanacademy,Education," I have an LG G3 and for some reason the exercises will not load. It keeps saying try again, but no matter what my connection type is (4g, school wifi, private wifi) it will not load the exercises.",Negative,CI
khanacademy,Education,app is not working on the Samsung Note 8,Negative,CI
khanacademy,Education,spend a lot of time for loading of the content. ,Negative,CI
khanacademy,Education,Te only problem is the downloading,Negative,CI
khanacademy,Education,"Doesn't start on Honor 10, Android 9",Negative,CI
khanacademy,Education,"Mostly useless, it does not have specific lessons that the desktop version has
",Negative,CI
khanacademy,Education,"Doesn't have progress on webpage The app doesn't have my progress on webpage. I have to search again and find where i was.
",Negative,CI
khanacademy,Education,"It doesnt work I couldnt even open it for once. Its not working properly on my phone. Please,do something.
",Negative,CI
khanacademy,Education,"Videos not loading or downloading
",Negative,CI
khanacademy,Education,"Doesn't work It won't let me log in and all the videos can't play.
",Negative,CI
khanacademy,Education,"When I am selecting the course the chrome page is not opening
",Negative,CI
khanacademy,Education,"They don't have the 'practice' option on the app. Website is better than the actual App
",Negative,CI
khanacademy,Education,"Having an issue downloading the kann academy app on google play and insignia tablet
",Negative,CI
khanacademy,Education,"Videos did not load un-installed and re-installed same issue
",Negative,CI
khanacademy,Education, I wish they could use the sort of the Desktop mode on it because its hard and confusing to get students what they need,Negative,CI
khanacademy,Education," I have an LG G3 and for some reason the exercises will not load. It keeps saying try again, but no matter what my connection type is (4g, school wifi, private wifi) it will not load the exercises.",Negative,CI
khanacademy,Education,app is not working on the Samsung Note 8,Negative,CI
khanacademy,Education,not working,Negative,CI
microsoft math,Education,Extreme issue with ERM device.,Negative,CI
microsoft math,Education,It is trash not working same on different platforms,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Useless not working same on web ,Negative,CI
microsoft math,Education,app have not eligible on all system,Negative,CI
microsoft math,Education,None of the features appear on my android phone or is this app only for IPHONES .,Negative,CI
microsoft math,Education,I am very unsatisfied with this app,Negative,CI
microsoft math,Education,It does not work in offline mode,Negative,CI
microsoft math,Education,App should be more better,Negative,CI
microsoft math,Education,app is not work like on mobile app like web app,Negative,CI
microsoft math,Education,Awful. The frame resizes automatically.,Negative,CI
microsoft math,Education,Very worst app Experience. Doesn't work offline while Another Application works Offline. This was not expected from Microsoft.,Negative,CI
microsoft math,Education,Doesnot work offline. Slow as hell. Doesnot inform you if not able to solve the problem.,Negative,CI
microsoft math,Education,Vioce problem ,Negative,CI
microsoft math,Education,app is not working on same as phone I definitely recommend downloading this on mobile more than on PC.,Negative,CI
microsoft math,Education,keeps getting connection problem,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Extreme issue with ERM device.,Negative,CI
microsoft math,Education,It is trash not working same on different platforms,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Useless not working same on web ,Negative,CI
microsoft math,Education,app have not eligible on all system,Negative,CI
microsoft math,Education,None of the features appear on my android phone or is this app only for IPHONES .,Negative,CI
microsoft math,Education,I am very unsatisfied with this app,Negative,CI
microsoft math,Education,It does not work in offline mode,Negative,CI
microsoft math,Education,App should be more better,Negative,CI
microsoft math,Education,app is not work like on mobile app like web app,Negative,CI
microsoft math,Education,Awful. The frame resizes automatically.,Negative,CI
microsoft math,Education,Very worst app Experience. Doesn't work offline while Another Application works Offline. This was not expected from Microsoft.,Negative,CI
microsoft math,Education,Doesnot work offline. Slow as hell. Doesnot inform you if not able to solve the problem.,Negative,CI
microsoft math,Education,Vioce problem ,Negative,CI
microsoft math,Education,app is not working on same as phone I definitely recommend downloading this on mobile more than on PC.,Negative,CI
microsoft math,Education,keeps getting connection problem,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Extreme issue with ERM device.,Negative,CI
microsoft math,Education,It is trash not working same on different platforms,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Useless not working same on web ,Negative,CI
microsoft math,Education,app have not eligible on all system,Negative,CI
microsoft math,Education,None of the features appear on my android phone or is this app only for IPHONES .,Negative,CI
microsoft math,Education,I am very unsatisfied with this app,Negative,CI
microsoft math,Education,It does not work in offline mode,Negative,CI
microsoft math,Education,App should be more better,Negative,CI
microsoft math,Education,app is not work like on mobile app like web app,Negative,CI
microsoft math,Education,Awful. The frame resizes automatically.,Negative,CI
microsoft math,Education,Very worst app Experience. Doesn't work offline while Another Application works Offline. This was not expected from Microsoft.,Negative,CI
microsoft math,Education,Doesnot work offline. Slow as hell. Doesnot inform you if not able to solve the problem.,Negative,CI
microsoft math,Education,Vioce problem ,Negative,CI
microsoft math,Education,app is not working on same as phone I definitely recommend downloading this on mobile more than on PC.,Negative,CI
microsoft math,Education,keeps getting connection problem,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Extreme issue with ERM device.,Negative,CI
microsoft math,Education,It is trash not working same on different platforms,Negative,CI
microsoft math,Education,not working,Negative,CI
microsoft math,Education,Useless not working same on web ,Negative,CI
microsoft math,Education,app have not eligible on all system,Negative,CI
microsoft math,Education,None of the features appear on my android phone or is this app only for IPHONES .,Negative,CI
microsoft math,Education,I am very unsatisfied with this app,Negative,CI
microsoft math,Education,It does not work in offline mode,Negative,CI
microsoft math,Education,App should be more better,Negative,CI
microsoft math,Education,app is not work like on mobile app like web app,Negative,CI
microsoft math,Education,Awful. The frame resizes automatically.,Negative,CI
microsoft math,Education,Very worst app Experience. Doesn't work offline while Another Application works Offline. This was not expected from Microsoft.,Negative,CI
microsoft math,Education,Doesnot work offline. Slow as hell. Doesnot inform you if not able to solve the problem.,Negative,CI
microsoft math,Education,Vioce problem ,Negative,CI
microsoft math,Education,app is not working on same as phone I definitely recommend downloading this on mobile more than on PC.,Negative,CI
microsoft math,Education,keeps getting connection problem,Negative,CI
microsoft math,Education,Discussting app not running,Negative,CI
noonEdu.k12App,Education,Please set the voice access problem,Negative,CI
noonEdu.k12App,Education,Discussting app not running,Negative,CI
noonEdu.k12App,Education,Please set the voice access problem,Negative,CI
noonEdu.k12App,Education,Discussting app not running,Negative,CI
noonEdu.k12App,Education,Please set the voice access problem,Negative,CI
noonEdu.k12App,Education,Discussting app not running,Negative,CI
noonEdu.k12App,Education,Please set the voice access problem,Negative,CI
noonEdu.k12App,Education,No word audio pronunciation available.,Negative,CI
oxford.dictionaryofenglish,Education,not working every platform syncronously,Negative,CI
oxford.dictionaryofenglish,Education,The voice is not American or English. Needs work.,Negative,CI
oxford.dictionaryofenglish,Education,Worse. U don't even get the audio pronunciation of words without premium. Horrible. Better to search every word google for Pronouncuation rather than downloading this.,Negative,CI
oxford.dictionaryofenglish,Education,Without subscription ...no usage.i you have enough money..go for it.,Negative,CI
oxford.dictionaryofenglish,Education,"Not helpful at all. Requires subscription, internet connection etc.",Negative,CI
